commit,file,branch_ids,content_blob,credential_like_fields,classification
007c5d2c02c8d5684f6eb8fb75006924401cefc0,.env,B01; B02; B22; B25; B28; B36; B38,3a4bfe014eb7255be592c1b44df67c1e2859951e,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
007c5d2c02c8d5684f6eb8fb75006924401cefc0,.env.example,B01; B02; B22; B25; B28; B36; B38,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
008a06de7af4c40308aa7f66cb6e8059746b2f2d,.env,B14; B21; B23; B24; B32,ea833459e6b3f3bc52cffd893aa1daeaa2776f1c,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_RELMOTOR [nonempty_literal]; DB_PASSWORD_RELMOTOR_REMOTE [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; GEMINI_API_KEY [provider_token_pattern]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
008a06de7af4c40308aa7f66cb6e8059746b2f2d,.env.example,B14; B21; B23; B24; B32,d46e07989edc6f6f2b88e727667b356d126bb9bc,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
008b50c41f2bd86731e46fc15889caa865ec644f,.env.example,B01; B02; B22; B25; B28; B36; B38,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
008faae81f2d5028eb7a1e88c3549537ec033e91,.env,B01; B02; B22; B25; B28; B36; B38,3a4bfe014eb7255be592c1b44df67c1e2859951e,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
008faae81f2d5028eb7a1e88c3549537ec033e91,.env.example,B01; B02; B22; B25; B28; B36; B38,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
00af8b5b1776721364a27a43a64d6a5e2f90ca1f,.env.example,B01; B02; B22; B25; B28; B36; B38,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
00b77d864c6d999cbfcc30d9204d304b7d67299b,.env,B01; B02; B22; B25; B28; B36; B38,0a0db34a3e8a53d064dece9b2f86d934511ec46e,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
00b77d864c6d999cbfcc30d9204d304b7d67299b,.env.example,B01; B02; B22; B25; B28; B36; B38,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
00bf464882d9c838b3b7230b5c6850398cd201a0,.env,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,8d06053966abb76ec1489541f612ba49e8d384a8,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
00bf464882d9c838b3b7230b5c6850398cd201a0,.env.example,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
00bff180805526d24d3155deea37c45e00447c08,.env,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,8d06053966abb76ec1489541f612ba49e8d384a8,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
00bff180805526d24d3155deea37c45e00447c08,.env.example,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,d46e07989edc6f6f2b88e727667b356d126bb9bc,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
00c44a254b32a350302fffb8213ecd1eadcdef7f,.env,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,0a0db34a3e8a53d064dece9b2f86d934511ec46e,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
00c44a254b32a350302fffb8213ecd1eadcdef7f,.env.example,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
00d7b58e6dd106c9005dc2d5432c32df5b76b298,.env,B01; B02; B36; B38,b5c0af5e022f8139c5403909963da202192a9f8b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_RELMOTOR [nonempty_literal]; DB_PASSWORD_RELMOTOR_REMOTE [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; FIREBASE_API_KEY [provider_token_pattern]; FIREBASE_PRIVATE_KEY [private_key_block]; GEMINI_API_KEY [provider_token_pattern]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; OPENFACTURA_API_KEY_DEV [opaque_literal]; OPENFACTURA_API_KEY_PROD [opaque_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal]; TYPESENSE_API_KEY [short_literal],private-key-literal
00d7b58e6dd106c9005dc2d5432c32df5b76b298,.env.example,B01; B02; B36; B38,edb4ebd4877eee62fcacefe3d9dc0c00161ac663,DB_PASSWORD [nonempty_literal],nonempty-secret-named-literal
00f1baf31391e0d130c88ab248aacab95dbb21c9,.env,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,0a0db34a3e8a53d064dece9b2f86d934511ec46e,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
00f1baf31391e0d130c88ab248aacab95dbb21c9,.env.example,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
01391c3823bafff5001cf3d4cf4784e678bd9885,.env.example,B04; B05; B06; B07; B08; B09; B10; B11; B12; B13; B14; B15; B16; B17; B18; B19; B20; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
0166cc47ab89967256e43c2b9f673ac6ee29660e,.env,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,0a0db34a3e8a53d064dece9b2f86d934511ec46e,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
0166cc47ab89967256e43c2b9f673ac6ee29660e,.env.example,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
0166e32c6566c890a0b13907be6271676ed46507,.env,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,0a0db34a3e8a53d064dece9b2f86d934511ec46e,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
0166e32c6566c890a0b13907be6271676ed46507,.env.example,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
016a10a7363ff64b588d8e6b6ac0a35ee4424962,.env,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,0a0db34a3e8a53d064dece9b2f86d934511ec46e,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
016a10a7363ff64b588d8e6b6ac0a35ee4424962,.env.example,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
