branch_id,tip_commit,file,credential_like_fields,classification
B10,aabc9b2a74b3a12aadf280ad04c186ade5384e0d,.env,CLAUDE_API_KEY [provider_token_pattern]; DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; OPENAI_API_KEY [provider_token_pattern]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
B10,aabc9b2a74b3a12aadf280ad04c186ade5384e0d,.env.example,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B10,aabc9b2a74b3a12aadf280ad04c186ade5384e0d,config/config.php,google_maps_api_key [provider_token_pattern],provider-token-format
B10,aabc9b2a74b3a12aadf280ad04c186ade5384e0d,docs/dev/livewire (Laravel)/livewirekit-dropdowns/demo/.env.example,MAIL_PASSWORD [short_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B11,ec986398dcfe1cc6c9653e3f00c442060d22211a,.env,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
B11,ec986398dcfe1cc6c9653e3f00c442060d22211a,.env.example,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B11,ec986398dcfe1cc6c9653e3f00c442060d22211a,config/config.php,google_maps_api_key [provider_token_pattern],provider-token-format
B11,ec986398dcfe1cc6c9653e3f00c442060d22211a,docs/dev/livewire (Laravel)/livewirekit-dropdowns/demo/.env.example,MAIL_PASSWORD [short_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B12,c383648650e738138a80943dcfefa39764984bd7,.env,CLAUDE_API_KEY [provider_token_pattern]; DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; OPENAI_API_KEY [provider_token_pattern]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
B12,c383648650e738138a80943dcfefa39764984bd7,.env.example,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B12,c383648650e738138a80943dcfefa39764984bd7,config/config.php,google_maps_api_key [provider_token_pattern],provider-token-format
B12,c383648650e738138a80943dcfefa39764984bd7,docs/dev/livewire (Laravel)/livewirekit-dropdowns/demo/.env.example,MAIL_PASSWORD [short_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B13,03913bf89c932c0159f7427bbcdc053459c47760,.env,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_RELMOTOR [nonempty_literal]; DB_PASSWORD_RELMOTOR_REMOTE [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; GEMINI_API_KEY [provider_token_pattern]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
B13,03913bf89c932c0159f7427bbcdc053459c47760,.env.example,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B13,03913bf89c932c0159f7427bbcdc053459c47760,config/config.php,google_maps_api_key [provider_token_pattern],provider-token-format
B13,03913bf89c932c0159f7427bbcdc053459c47760,docs/extras/livewire (Laravel)/livewirekit-dropdowns/demo/.env.example,MAIL_PASSWORD [short_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B14,d7fe3c747267c721262316edbde98d993660d856,.env,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_RELMOTOR [nonempty_literal]; DB_PASSWORD_RELMOTOR_REMOTE [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; FIREBASE_API_KEY [provider_token_pattern]; FIREBASE_PRIVATE_KEY [private_key_block]; GEMINI_API_KEY [provider_token_pattern]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; OPENFACTURA_API_KEY_DEV [opaque_literal]; OPENFACTURA_API_KEY_PRD [opaque_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal]; TYPESENSE_API_KEY [short_literal],private-key-literal
B14,d7fe3c747267c721262316edbde98d993660d856,.env.example,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B14,d7fe3c747267c721262316edbde98d993660d856,config/config.php,google_maps_api_key [provider_token_pattern],provider-token-format
B14,d7fe3c747267c721262316edbde98d993660d856,docs/extras/livewire (Laravel)/livewirekit-dropdowns/demo/.env.example,MAIL_PASSWORD [short_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B15,b8d17a00f9331251e979c702f56d1325fca332eb,.env,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
B15,b8d17a00f9331251e979c702f56d1325fca332eb,.env.example,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B15,b8d17a00f9331251e979c702f56d1325fca332eb,config/config.php,google_maps_api_key [provider_token_pattern],provider-token-format
B15,b8d17a00f9331251e979c702f56d1325fca332eb,docs/livewire (Laravel)/livewirekit-dropdowns/demo/.env.example,MAIL_PASSWORD [short_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B16,eee0c3323ee116254f5a96b0cae56a54bc7fa20c,.env,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
B16,eee0c3323ee116254f5a96b0cae56a54bc7fa20c,.env.example,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B16,eee0c3323ee116254f5a96b0cae56a54bc7fa20c,config/config.php,google_maps_api_key [provider_token_pattern],provider-token-format
B16,eee0c3323ee116254f5a96b0cae56a54bc7fa20c,docs/livewire (Laravel)/livewirekit-dropdowns/demo/.env.example,MAIL_PASSWORD [short_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B17,e506d645f27002d3d6cd44b7a9135754a9c1d6d6,.env,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
B17,e506d645f27002d3d6cd44b7a9135754a9c1d6d6,.env.example,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B17,e506d645f27002d3d6cd44b7a9135754a9c1d6d6,docs/livewire (Laravel)/livewirekit-dropdowns/demo/.env.example,MAIL_PASSWORD [short_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B18,2d3b6a23150cb6828e9ea6e9811e13aec8dc28e4,.env,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
B18,2d3b6a23150cb6828e9ea6e9811e13aec8dc28e4,.env.example,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B18,2d3b6a23150cb6828e9ea6e9811e13aec8dc28e4,config/config.php,google_maps_api_key [provider_token_pattern],provider-token-format
B18,2d3b6a23150cb6828e9ea6e9811e13aec8dc28e4,docs/dev/livewire (Laravel)/livewirekit-dropdowns/demo/.env.example,MAIL_PASSWORD [short_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B19,dbaab1da6ffb37601bcf937df1f230fe1cd21be0,.env,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
B19,dbaab1da6ffb37601bcf937df1f230fe1cd21be0,.env.example,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B19,dbaab1da6ffb37601bcf937df1f230fe1cd21be0,config/config.php,google_maps_api_key [provider_token_pattern],provider-token-format
B19,dbaab1da6ffb37601bcf937df1f230fe1cd21be0,docs/dev/livewire (Laravel)/livewirekit-dropdowns/demo/.env.example,MAIL_PASSWORD [short_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
B20,e2a109d469627e0bee6b6242530380d9b2e22807,.env,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
